business_id,business_name,industry_id,industry,region_id,region,state,city_tier,years_in_business,revenue_band,estimated_monthly_revenue_band_midpoint,employee_count_base,legal_structure,credit_score_band_at_origination,has_prior_delinquency,owner_experience_years,online_sales_share,relationship_manager_id,onboarding_date,primary_bank_account_type
B00712,Business 00712,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 3,1,3M-10M,430000,22,S-Corp,720-759,0,11,0.111,RM046,2022-04-03,operating
B00713,Business 00713,IND10,Personal Services,R05,Pacific Northwest,WA,Tier 3,16,500K-1M,70000,5,Sole Proprietor,720-759,0,11,0.232,RM008,2023-05-30,merchant
B00714,Business 00714,IND03,Construction Services,R04,West,CA,Tier 3,8,3M-10M,430000,48,LLC,640-679,0,23,0.151,RM002,2022-11-27,operating
B00715,Business 00715,IND03,Construction Services,R06,Mountain,CO,Tier 1,9,1M-3M,165000,15,LLC,680-719,1,10,0.105,RM058,2022-10-09,operating
B00716,Business 00716,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,11,1M-3M,165000,14,S-Corp,640-679,0,14,0.312,RM041,2022-07-29,operating
B00717,Business 00717,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 2,16,250K-500K,35000,3,LLC,720-759,0,15,0.21,RM005,2022-03-30,operating
B00718,Business 00718,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,3,1M-3M,165000,9,S-Corp,680-719,0,24,0.122,RM014,2023-08-09,merchant
B00719,Business 00719,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 2,13,500K-1M,70000,5,LLC,680-719,0,3,0.046,RM012,2022-09-27,mixed
B00720,Business 00720,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,16,1M-3M,165000,18,LLC,580-639,1,28,0.764,RM011,2022-04-27,operating
B00721,Business 00721,IND03,Construction Services,R02,Midwest,IL,Tier 2,4,250K-500K,35000,3,C-Corp,640-679,1,15,0.063,RM027,2023-06-07,mixed
B00722,Business 00722,IND11,Education & Training,R06,Mountain,CO,Tier 1,2,1M-3M,165000,19,Partnership,640-679,0,9,0.091,RM047,2022-10-13,operating
B00723,Business 00723,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 3,4,1M-3M,165000,13,LLC,640-679,1,8,0.242,RM045,2023-12-17,operating
B00724,Business 00724,IND09,Wholesale Distribution,R04,West,CA,Tier 2,18,1M-3M,165000,12,LLC,680-719,0,5,0.046,RM025,2022-10-02,operating
B00725,Business 00725,IND11,Education & Training,R03,South,TX,Tier 3,12,<250K,15000,3,LLC,760+,0,5,0.323,RM013,2023-12-02,operating
B00726,Business 00726,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 2,20,<250K,15000,3,S-Corp,680-719,0,19,0.266,RM040,2023-01-19,merchant
B00727,Business 00727,IND06,Professional Services,R03,South,TX,Tier 2,4,500K-1M,70000,5,Sole Proprietor,580-639,1,26,0.371,RM054,2022-06-29,mixed
B00728,Business 00728,IND09,Wholesale Distribution,R06,Mountain,CO,Tier 2,12,500K-1M,70000,5,LLC,680-719,1,6,0.031,RM005,2023-10-21,merchant
B00729,Business 00729,IND09,Wholesale Distribution,R04,West,CA,Tier 2,8,<250K,15000,3,LLC,580-639,0,19,0.563,RM039,2023-06-21,merchant
B00730,Business 00730,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 2,9,500K-1M,70000,6,Sole Proprietor,640-679,0,19,0.262,RM060,2022-02-18,operating
B00731,Business 00731,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,3,500K-1M,70000,7,LLC,680-719,0,24,0.102,RM005,2022-06-09,operating
B00732,Business 00732,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 3,8,500K-1M,70000,6,S-Corp,680-719,0,1,0.006,RM055,2022-06-07,operating
B00733,Business 00733,IND02,Retail Stores,R01,Northeast,NY,Tier 3,3,250K-500K,35000,3,LLC,580-639,1,24,0.125,RM058,2023-06-06,operating
B00734,Business 00734,IND06,Professional Services,R06,Mountain,CO,Tier 1,6,250K-500K,35000,5,C-Corp,720-759,0,16,0.459,RM019,2023-07-02,operating
B00735,Business 00735,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,14,500K-1M,70000,10,LLC,680-719,0,25,0.134,RM035,2023-10-19,mixed
B00736,Business 00736,IND03,Construction Services,R02,Midwest,IL,Tier 3,19,500K-1M,70000,9,Partnership,760+,0,18,0.391,RM054,2023-10-26,merchant
B00737,Business 00737,IND11,Education & Training,R03,South,TX,Tier 3,5,500K-1M,70000,5,Sole Proprietor,640-679,1,22,0.079,RM029,2023-09-23,operating
B00738,Business 00738,IND10,Personal Services,R02,Midwest,IL,Tier 3,15,1M-3M,165000,12,LLC,680-719,0,6,0.471,RM001,2023-12-16,operating
B00739,Business 00739,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 2,3,500K-1M,70000,6,Sole Proprietor,640-679,1,16,0.409,RM014,2023-07-06,operating
B00740,Business 00740,IND03,Construction Services,R03,South,TX,Tier 1,2,500K-1M,70000,8,C-Corp,580-639,1,11,0.265,RM021,2023-09-24,merchant
B00741,Business 00741,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,16,3M-10M,430000,44,C-Corp,680-719,0,22,0.396,RM031,2022-12-18,merchant
B00742,Business 00742,IND10,Personal Services,R01,Northeast,NY,Tier 2,17,1M-3M,165000,9,Partnership,680-719,0,10,0.442,RM043,2023-11-12,operating
B00743,Business 00743,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,17,1M-3M,165000,10,LLC,720-759,0,4,0.186,RM004,2022-10-24,operating
B00744,Business 00744,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 3,1,250K-500K,35000,3,Sole Proprietor,580-639,0,28,0.317,RM055,2023-05-18,operating
B00745,Business 00745,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 2,2,250K-500K,35000,3,Partnership,640-679,0,16,0.006,RM044,2023-03-16,merchant
B00746,Business 00746,IND10,Personal Services,R06,Mountain,CO,Tier 3,18,500K-1M,70000,9,C-Corp,640-679,1,9,0.171,RM036,2023-01-16,operating
B00747,Business 00747,IND02,Retail Stores,R05,Pacific Northwest,WA,Tier 2,20,500K-1M,70000,5,S-Corp,640-679,1,21,0.123,RM029,2022-08-09,operating
B00748,Business 00748,IND11,Education & Training,R01,Northeast,NY,Tier 1,11,250K-500K,35000,3,Sole Proprietor,680-719,0,9,0.467,RM035,2022-09-26,operating
B00749,Business 00749,IND01,Restaurants & Food Service,R04,West,CA,Tier 3,16,500K-1M,70000,5,Partnership,720-759,1,10,0.135,RM031,2023-08-24,merchant
B00750,Business 00750,IND04,Manufacturing,R03,South,TX,Tier 2,8,250K-500K,35000,3,Sole Proprietor,680-719,0,20,0.272,RM037,2023-07-28,mixed
B00751,Business 00751,IND01,Restaurants & Food Service,R03,South,TX,Tier 3,18,500K-1M,70000,5,C-Corp,640-679,1,4,0.461,RM040,2023-10-14,merchant
B00752,Business 00752,IND03,Construction Services,R01,Northeast,NY,Tier 3,11,250K-500K,35000,4,S-Corp,640-679,0,24,0.082,RM003,2023-12-20,operating
B00753,Business 00753,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 1,17,3M-10M,430000,26,LLC,760+,0,28,0.335,RM014,2022-12-07,merchant
B00754,Business 00754,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 1,6,500K-1M,70000,5,LLC,680-719,0,12,0.508,RM046,2022-02-01,operating
B00755,Business 00755,IND04,Manufacturing,R01,Northeast,NY,Tier 2,8,1M-3M,165000,9,Sole Proprietor,680-719,0,29,0.39,RM029,2022-11-25,operating
B00756,Business 00756,IND04,Manufacturing,R04,West,CA,Tier 2,18,500K-1M,70000,6,C-Corp,580-639,0,15,0.588,RM028,2022-12-05,operating
B00757,Business 00757,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 3,4,<250K,15000,2,LLC,760+,0,27,0.12,RM002,2022-06-18,mixed
B00758,Business 00758,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 1,16,500K-1M,70000,10,LLC,580-639,0,4,0.401,RM002,2022-09-14,operating
B00759,Business 00759,IND11,Education & Training,R02,Midwest,IL,Tier 1,15,250K-500K,35000,3,Sole Proprietor,720-759,0,10,0.332,RM012,2022-03-28,merchant
B00760,Business 00760,IND02,Retail Stores,R02,Midwest,IL,Tier 3,2,500K-1M,70000,5,LLC,580-639,1,14,0.065,RM032,2023-06-27,operating
B00761,Business 00761,IND09,Wholesale Distribution,R01,Northeast,NY,Tier 2,14,500K-1M,70000,5,LLC,760+,0,28,0.05,RM011,2023-10-24,operating
B00762,Business 00762,IND03,Construction Services,R01,Northeast,NY,Tier 2,18,500K-1M,70000,9,Sole Proprietor,680-719,0,4,0.083,RM011,2023-05-24,operating
B00763,Business 00763,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,14,<250K,15000,2,S-Corp,720-759,0,1,0.107,RM055,2022-02-23,mixed
B00764,Business 00764,IND11,Education & Training,R01,Northeast,NY,Tier 2,9,3M-10M,430000,36,C-Corp,680-719,0,8,0.512,RM044,2022-02-14,operating
B00765,Business 00765,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 2,16,1M-3M,165000,9,Sole Proprietor,680-719,0,11,0.873,RM006,2023-07-28,operating
B00766,Business 00766,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 2,2,250K-500K,35000,5,LLC,680-719,0,10,0.561,RM034,2023-10-25,operating
B00767,Business 00767,IND06,Professional Services,R01,Northeast,NY,Tier 2,14,250K-500K,35000,5,LLC,760+,0,23,0.124,RM023,2022-01-27,operating
B00768,Business 00768,IND05,Healthcare Clinics,R01,Northeast,NY,Tier 2,15,500K-1M,70000,5,Sole Proprietor,580-639,1,16,0.102,RM010,2023-10-17,operating
B00769,Business 00769,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 2,19,1M-3M,165000,10,C-Corp,680-719,1,15,0.479,RM029,2023-06-30,operating
B00770,Business 00770,IND07,Transportation & Logistics,R03,South,TX,Tier 2,2,<250K,15000,3,C-Corp,720-759,0,9,0.274,RM019,2023-11-24,merchant
B00771,Business 00771,IND09,Wholesale Distribution,R03,South,TX,Tier 2,10,500K-1M,70000,10,LLC,680-719,0,2,0.596,RM060,2023-06-28,merchant
B00772,Business 00772,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 3,2,1M-3M,165000,12,S-Corp,640-679,0,7,0.273,RM015,2023-12-18,operating
B00773,Business 00773,IND06,Professional Services,R02,Midwest,IL,Tier 2,16,3M-10M,430000,31,LLC,640-679,0,8,0.464,RM041,2022-08-09,operating
B00774,Business 00774,IND02,Retail Stores,R02,Midwest,IL,Tier 2,15,500K-1M,70000,5,LLC,680-719,1,24,0.067,RM019,2023-12-21,mixed
B00775,Business 00775,IND03,Construction Services,R01,Northeast,NY,Tier 3,16,<250K,15000,2,LLC,580-639,1,25,0.332,RM030,2023-06-26,merchant
B00776,Business 00776,IND06,Professional Services,R04,West,CA,Tier 3,5,1M-3M,165000,11,LLC,720-759,0,1,0.185,RM058,2023-02-20,merchant
B00777,Business 00777,IND08,E-commerce Sellers,R02,Midwest,IL,Tier 3,2,250K-500K,35000,5,C-Corp,680-719,0,19,0.675,RM020,2022-11-08,operating
B00778,Business 00778,IND10,Personal Services,R03,South,TX,Tier 2,18,<250K,15000,2,Sole Proprietor,580-639,1,25,0.092,RM042,2023-09-04,operating
B00779,Business 00779,IND10,Personal Services,R01,Northeast,NY,Tier 1,20,<250K,15000,3,LLC,720-759,0,10,0.184,RM053,2023-11-09,merchant
B00780,Business 00780,IND02,Retail Stores,R01,Northeast,NY,Tier 3,1,<250K,15000,2,S-Corp,680-719,0,6,0.309,RM038,2022-03-23,mixed
B00781,Business 00781,IND12,Hospitality & Travel,R02,Midwest,IL,Tier 3,1,500K-1M,70000,5,S-Corp,760+,0,26,0.091,RM028,2023-01-28,operating
B00782,Business 00782,IND05,Healthcare Clinics,R03,South,TX,Tier 2,15,1M-3M,165000,16,Partnership,680-719,1,3,0.441,RM007,2023-03-09,operating
B00783,Business 00783,IND03,Construction Services,R06,Mountain,CO,Tier 3,3,3M-10M,430000,25,Sole Proprietor,760+,0,15,0.32,RM047,2023-05-18,operating
B00784,Business 00784,IND03,Construction Services,R03,South,TX,Tier 3,9,<250K,15000,2,LLC,720-759,0,28,0.25,RM003,2022-09-23,operating
B00785,Business 00785,IND11,Education & Training,R04,West,CA,Tier 2,13,<250K,15000,3,C-Corp,680-719,0,16,0.156,RM019,2022-02-03,operating
B00786,Business 00786,IND04,Manufacturing,R02,Midwest,IL,Tier 1,20,1M-3M,165000,15,LLC,720-759,0,7,0.236,RM027,2023-08-27,merchant
B00787,Business 00787,IND02,Retail Stores,R03,South,TX,Tier 2,7,500K-1M,70000,5,C-Corp,680-719,0,28,0.217,RM060,2022-02-21,merchant
B00788,Business 00788,IND09,Wholesale Distribution,R03,South,TX,Tier 2,1,500K-1M,70000,6,C-Corp,720-759,0,19,0.378,RM031,2022-11-21,merchant
B00789,Business 00789,IND08,E-commerce Sellers,R03,South,TX,Tier 1,14,500K-1M,70000,7,LLC,580-639,0,5,0.847,RM052,2023-10-07,merchant
B00790,Business 00790,IND03,Construction Services,R06,Mountain,CO,Tier 1,1,1M-3M,165000,10,Sole Proprietor,720-759,1,21,0.057,RM025,2022-04-23,operating
B00791,Business 00791,IND11,Education & Training,R02,Midwest,IL,Tier 3,13,250K-500K,35000,3,LLC,680-719,0,9,0.233,RM044,2022-08-17,operating
B00792,Business 00792,IND11,Education & Training,R04,West,CA,Tier 3,14,500K-1M,70000,6,LLC,580-639,1,30,0.377,RM008,2023-10-11,merchant
B00793,Business 00793,IND06,Professional Services,R02,Midwest,IL,Tier 3,11,<250K,15000,2,Partnership,640-679,0,16,0.553,RM050,2022-08-07,merchant
B00794,Business 00794,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,19,500K-1M,70000,7,LLC,580-639,0,23,0.73,RM009,2023-01-28,operating
B00795,Business 00795,IND08,E-commerce Sellers,R01,Northeast,NY,Tier 2,4,<250K,15000,2,S-Corp,580-639,1,13,0.688,RM041,2023-04-02,operating
B00796,Business 00796,IND06,Professional Services,R03,South,TX,Tier 2,7,250K-500K,35000,3,Sole Proprietor,640-679,0,18,0.293,RM022,2022-04-14,merchant
B00797,Business 00797,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 3,13,250K-500K,35000,4,S-Corp,680-719,0,4,0.451,RM047,2023-11-11,mixed
B00798,Business 00798,IND07,Transportation & Logistics,R05,Pacific Northwest,WA,Tier 3,12,<250K,15000,2,S-Corp,580-639,1,21,0.39,RM006,2023-07-06,mixed
B00799,Business 00799,IND09,Wholesale Distribution,R03,South,TX,Tier 3,2,500K-1M,70000,5,Sole Proprietor,720-759,0,12,0.163,RM034,2023-07-05,merchant
B00800,Business 00800,IND03,Construction Services,R02,Midwest,IL,Tier 2,15,<250K,15000,2,LLC,680-719,0,18,0.48,RM058,2023-01-28,merchant
B00801,Business 00801,IND05,Healthcare Clinics,R04,West,CA,Tier 3,12,1M-3M,165000,10,LLC,760+,0,7,0.04,RM041,2022-07-04,merchant
B00802,Business 00802,IND06,Professional Services,R04,West,CA,Tier 2,15,1M-3M,165000,10,S-Corp,580-639,0,27,0.506,RM022,2022-03-31,merchant
B00803,Business 00803,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 2,11,500K-1M,70000,5,Sole Proprietor,580-639,0,11,0.506,RM056,2022-02-22,operating
B00804,Business 00804,IND12,Hospitality & Travel,R04,West,CA,Tier 2,17,250K-500K,35000,4,Sole Proprietor,680-719,0,13,0.333,RM054,2022-01-03,merchant
B00805,Business 00805,IND04,Manufacturing,R04,West,CA,Tier 2,10,500K-1M,70000,7,LLC,720-759,0,18,0.338,RM039,2023-06-04,mixed
B00806,Business 00806,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 2,14,500K-1M,70000,9,LLC,720-759,0,16,0.308,RM035,2023-04-11,operating
B00807,Business 00807,IND05,Healthcare Clinics,R04,West,CA,Tier 3,11,500K-1M,70000,9,C-Corp,760+,0,7,0.574,RM025,2023-08-14,merchant
B00808,Business 00808,IND07,Transportation & Logistics,R04,West,CA,Tier 1,7,250K-500K,35000,4,S-Corp,640-679,1,16,0.42,RM011,2022-06-14,operating
B00809,Business 00809,IND08,E-commerce Sellers,R04,West,CA,Tier 1,17,<250K,15000,3,C-Corp,580-639,1,20,0.941,RM042,2022-10-28,operating
B00810,Business 00810,IND06,Professional Services,R01,Northeast,NY,Tier 1,10,1M-3M,165000,11,S-Corp,640-679,0,4,0.596,RM047,2022-10-28,operating
B00811,Business 00811,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 1,9,500K-1M,70000,8,LLC,720-759,1,14,0.339,RM017,2022-01-27,operating
B00812,Business 00812,IND06,Professional Services,R06,Mountain,CO,Tier 2,15,1M-3M,165000,17,Sole Proprietor,580-639,0,22,0.551,RM032,2022-06-21,operating
B00813,Business 00813,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 1,20,250K-500K,35000,5,C-Corp,580-639,1,25,0.41,RM016,2022-11-20,operating
B00814,Business 00814,IND12,Hospitality & Travel,R04,West,CA,Tier 1,1,1M-3M,165000,13,LLC,680-719,0,3,0.412,RM033,2023-03-30,mixed
B00815,Business 00815,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 3,4,1M-3M,165000,11,LLC,580-639,0,11,0.469,RM047,2022-03-09,merchant
B00816,Business 00816,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 1,8,1M-3M,165000,9,Sole Proprietor,680-719,0,15,0.253,RM046,2023-03-10,operating
B00817,Business 00817,IND02,Retail Stores,R01,Northeast,NY,Tier 1,11,250K-500K,35000,3,LLC,720-759,0,1,0.493,RM038,2022-04-07,operating
B00818,Business 00818,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,9,<250K,15000,2,S-Corp,680-719,0,23,0.007,RM007,2022-06-16,merchant
B00819,Business 00819,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 3,17,500K-1M,70000,6,LLC,580-639,1,16,0.11,RM042,2022-02-27,operating
B00820,Business 00820,IND10,Personal Services,R06,Mountain,CO,Tier 2,4,250K-500K,35000,5,LLC,680-719,0,21,0.275,RM055,2022-10-12,operating
B00821,Business 00821,IND11,Education & Training,R04,West,CA,Tier 3,4,1M-3M,165000,10,Partnership,640-679,0,25,0.229,RM031,2022-06-27,operating
B00822,Business 00822,IND05,Healthcare Clinics,R05,Pacific Northwest,WA,Tier 1,6,250K-500K,35000,5,C-Corp,760+,0,18,0.405,RM055,2022-10-17,merchant
B00823,Business 00823,IND03,Construction Services,R01,Northeast,NY,Tier 3,20,1M-3M,165000,11,LLC,720-759,0,13,0.526,RM009,2022-12-04,operating
B00824,Business 00824,IND10,Personal Services,R01,Northeast,NY,Tier 3,4,250K-500K,35000,4,Partnership,720-759,1,27,0.386,RM017,2022-11-09,merchant
B00825,Business 00825,IND07,Transportation & Logistics,R05,Pacific Northwest,WA,Tier 3,8,250K-500K,35000,4,S-Corp,640-679,0,10,0.305,RM011,2022-11-01,operating
B00826,Business 00826,IND10,Personal Services,R01,Northeast,NY,Tier 3,11,500K-1M,70000,5,S-Corp,640-679,0,13,0.313,RM006,2023-03-01,merchant
B00827,Business 00827,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,16,250K-500K,35000,3,Partnership,680-719,0,29,0.421,RM020,2022-08-28,operating
B00828,Business 00828,IND02,Retail Stores,R01,Northeast,NY,Tier 3,3,<250K,15000,3,C-Corp,680-719,0,1,0.124,RM053,2023-01-08,merchant
B00829,Business 00829,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 3,6,<250K,15000,2,C-Corp,640-679,1,21,0.505,RM059,2023-12-12,operating
B00830,Business 00830,IND01,Restaurants & Food Service,R06,Mountain,CO,Tier 2,14,500K-1M,70000,6,S-Corp,640-679,1,6,0.099,RM018,2022-05-04,mixed
B00831,Business 00831,IND06,Professional Services,R05,Pacific Northwest,WA,Tier 1,12,1M-3M,165000,11,Sole Proprietor,640-679,1,26,0.452,RM051,2023-10-17,operating
B00832,Business 00832,IND04,Manufacturing,R06,Mountain,CO,Tier 2,6,250K-500K,35000,3,LLC,680-719,0,6,0.499,RM057,2023-07-27,mixed
B00833,Business 00833,IND07,Transportation & Logistics,R03,South,TX,Tier 2,4,1M-3M,165000,9,S-Corp,680-719,0,21,0.18,RM020,2022-10-15,mixed
B00834,Business 00834,IND01,Restaurants & Food Service,R03,South,TX,Tier 1,17,<250K,15000,2,S-Corp,640-679,0,20,0.087,RM015,2022-08-01,merchant
B00835,Business 00835,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 1,1,250K-500K,35000,4,LLC,720-759,0,19,0.395,RM026,2022-04-27,operating
B00836,Business 00836,IND10,Personal Services,R02,Midwest,IL,Tier 3,2,500K-1M,70000,5,Sole Proprietor,580-639,1,22,0.533,RM028,2022-08-01,operating
B00837,Business 00837,IND02,Retail Stores,R03,South,TX,Tier 1,5,500K-1M,70000,6,LLC,680-719,1,25,0.367,RM035,2022-04-16,operating
B00838,Business 00838,IND09,Wholesale Distribution,R05,Pacific Northwest,WA,Tier 3,7,500K-1M,70000,5,LLC,720-759,0,9,0.146,RM017,2023-11-27,merchant
B00839,Business 00839,IND02,Retail Stores,R06,Mountain,CO,Tier 1,19,250K-500K,35000,3,LLC,680-719,0,15,0.05,RM030,2023-06-29,merchant
B00840,Business 00840,IND08,E-commerce Sellers,R06,Mountain,CO,Tier 1,8,500K-1M,70000,5,S-Corp,680-719,0,30,0.937,RM035,2022-07-15,operating
B00841,Business 00841,IND12,Hospitality & Travel,R03,South,TX,Tier 2,7,3M-10M,430000,29,LLC,640-679,1,25,0.266,RM015,2023-08-15,operating
B00842,Business 00842,IND06,Professional Services,R01,Northeast,NY,Tier 2,1,500K-1M,70000,5,S-Corp,720-759,0,27,0.501,RM027,2023-07-17,operating
B00843,Business 00843,IND07,Transportation & Logistics,R06,Mountain,CO,Tier 1,12,250K-500K,35000,5,C-Corp,680-719,0,3,0.399,RM045,2023-09-07,merchant
B00844,Business 00844,IND05,Healthcare Clinics,R06,Mountain,CO,Tier 2,10,1M-3M,165000,22,LLC,720-759,0,9,0.286,RM015,2022-03-24,merchant
B00845,Business 00845,IND07,Transportation & Logistics,R02,Midwest,IL,Tier 2,17,250K-500K,35000,4,C-Corp,720-759,0,19,0.484,RM025,2023-07-11,operating
B00846,Business 00846,IND02,Retail Stores,R04,West,CA,Tier 2,7,250K-500K,35000,3,S-Corp,580-639,0,15,0.453,RM038,2023-05-01,operating
B00847,Business 00847,IND04,Manufacturing,R06,Mountain,CO,Tier 3,6,<250K,15000,2,LLC,720-759,0,18,0.174,RM011,2022-12-13,operating
B00848,Business 00848,IND02,Retail Stores,R03,South,TX,Tier 2,16,<250K,15000,2,LLC,760+,0,3,0.136,RM041,2022-12-30,merchant
B00849,Business 00849,IND07,Transportation & Logistics,R01,Northeast,NY,Tier 3,14,500K-1M,70000,5,LLC,760+,0,2,0.217,RM035,2022-08-06,operating
B00850,Business 00850,IND04,Manufacturing,R05,Pacific Northwest,WA,Tier 2,3,500K-1M,70000,8,C-Corp,720-759,0,6,0.377,RM041,2023-05-06,merchant
B00851,Business 00851,IND02,Retail Stores,R01,Northeast,NY,Tier 2,6,3M-10M,430000,47,C-Corp,580-639,0,25,0.131,RM057,2022-05-24,operating
B00852,Business 00852,IND08,E-commerce Sellers,R05,Pacific Northwest,WA,Tier 2,13,<250K,15000,2,S-Corp,720-759,0,22,0.658,RM020,2023-07-11,operating
B00853,Business 00853,IND10,Personal Services,R06,Mountain,CO,Tier 2,7,3M-10M,430000,38,LLC,680-719,0,17,0.108,RM030,2023-10-01,merchant
B00854,Business 00854,IND01,Restaurants & Food Service,R02,Midwest,IL,Tier 1,20,250K-500K,35000,3,Partnership,580-639,0,8,0.108,RM036,2022-12-25,merchant
B00855,Business 00855,IND04,Manufacturing,R01,Northeast,NY,Tier 1,15,1M-3M,165000,16,LLC,760+,0,19,0.375,RM044,2022-08-03,merchant
B00856,Business 00856,IND11,Education & Training,R01,Northeast,NY,Tier 2,9,500K-1M,70000,7,S-Corp,680-719,0,1,0.027,RM005,2023-08-24,merchant
B00857,Business 00857,IND12,Hospitality & Travel,R05,Pacific Northwest,WA,Tier 2,13,500K-1M,70000,5,LLC,720-759,0,16,0.565,RM005,2022-05-21,operating
B00858,Business 00858,IND06,Professional Services,R02,Midwest,IL,Tier 3,19,<250K,15000,3,LLC,720-759,0,10,0.431,RM026,2022-03-06,operating
B00859,Business 00859,IND06,Professional Services,R03,South,TX,Tier 2,7,500K-1M,70000,6,LLC,760+,0,1,0.239,RM023,2023-02-15,operating
B00860,Business 00860,IND01,Restaurants & Food Service,R04,West,CA,Tier 2,14,500K-1M,70000,5,S-Corp,580-639,0,20,0.057,RM038,2022-06-10,operating
B00861,Business 00861,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 1,5,1M-3M,165000,13,C-Corp,640-679,0,13,0.584,RM020,2022-12-03,merchant
B00862,Business 00862,IND03,Construction Services,R01,Northeast,NY,Tier 2,11,<250K,15000,2,C-Corp,640-679,0,26,0.157,RM024,2022-06-09,operating
B00863,Business 00863,IND02,Retail Stores,R02,Midwest,IL,Tier 2,16,3M-10M,430000,23,Partnership,680-719,1,7,0.068,RM021,2023-12-04,operating
B00864,Business 00864,IND02,Retail Stores,R04,West,CA,Tier 1,4,250K-500K,35000,4,Partnership,640-679,0,12,0.075,RM004,2023-08-19,merchant
B00865,Business 00865,IND05,Healthcare Clinics,R02,Midwest,IL,Tier 2,9,500K-1M,70000,5,LLC,760+,1,7,0.506,RM017,2022-12-12,operating
B00866,Business 00866,IND10,Personal Services,R06,Mountain,CO,Tier 1,17,3M-10M,430000,21,LLC,640-679,0,7,0.146,RM013,2022-06-19,merchant
B00867,Business 00867,IND01,Restaurants & Food Service,R01,Northeast,NY,Tier 1,18,<250K,15000,2,Sole Proprietor,640-679,0,17,0.542,RM031,2022-03-07,merchant
B00868,Business 00868,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 3,9,500K-1M,70000,6,Sole Proprietor,680-719,0,11,0.127,RM024,2022-05-13,merchant
B00869,Business 00869,IND03,Construction Services,R06,Mountain,CO,Tier 3,9,250K-500K,35000,3,S-Corp,720-759,0,21,0.342,RM060,2022-05-29,merchant
B00870,Business 00870,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,1,250K-500K,35000,4,C-Corp,580-639,0,20,0.403,RM015,2023-08-31,merchant
B00871,Business 00871,IND02,Retail Stores,R04,West,CA,Tier 2,7,500K-1M,70000,5,Sole Proprietor,720-759,0,5,0.113,RM019,2022-02-10,operating
B00872,Business 00872,IND12,Hospitality & Travel,R01,Northeast,NY,Tier 1,10,250K-500K,35000,4,LLC,680-719,0,24,0.009,RM039,2023-09-13,merchant
B00873,Business 00873,IND01,Restaurants & Food Service,R05,Pacific Northwest,WA,Tier 1,2,1M-3M,165000,13,LLC,640-679,0,2,0.489,RM048,2022-02-22,merchant
B00874,Business 00874,IND12,Hospitality & Travel,R06,Mountain,CO,Tier 2,3,1M-3M,165000,20,LLC,680-719,0,12,0.102,RM037,2022-12-23,operating
B00875,Business 00875,IND03,Construction Services,R06,Mountain,CO,Tier 1,20,500K-1M,70000,6,LLC,760+,0,28,0.086,RM011,2023-06-20,operating
B00876,Business 00876,IND09,Wholesale Distribution,R02,Midwest,IL,Tier 1,10,250K-500K,35000,3,LLC,680-719,0,17,0.033,RM024,2022-09-04,operating
