loan_id,business_id,product_type,loan_amount,start_date,interest_rate,loan_term_months,maturity_date,collateral_type,secured_flag,origination_channel,underwriting_score_band,initial_risk_grade
L001340,B00804,Term Loan,120180.04,2023-05-04,0.1045,18,2024-10-25,receivables,1,branch,680-719,B
L001341,B00907,Term Loan,376796.99,2024-10-30,0.1353,24,2026-10-20,receivables,0,online,580-639,B
L001342,B01131,Term Loan,1200000.0,2023-11-15,0.1117,24,2025-11-04,equipment,1,relationship_manager,640-679,A
L001343,B01251,Invoice Financing,1200000.0,2023-12-30,0.1005,18,2025-06-22,real estate,1,branch,680-719,B
L001344,B00577,Invoice Financing,277591.73,2024-01-07,0.0828,18,2025-06-30,receivables,1,online,720-759,B
L001345,B00775,Revolving Credit,43935.7,2024-06-22,0.1355,18,2025-12-14,equipment,1,branch,580-639,C
L001346,B00321,Term Loan,1200000.0,2023-11-03,0.0807,36,2026-10-18,UCC lien,1,branch,720-759,B
L001347,B00254,Revolving Credit,136783.61,2024-03-30,0.0861,18,2025-09-21,receivables,0,branch,720-759,A
L001348,B00173,Invoice Financing,254570.64,2024-01-03,0.0746,24,2025-12-23,equipment,0,partner,760+,C
L001349,B00659,Term Loan,158802.78,2024-07-02,0.0569,24,2026-06-22,receivables,1,online,760+,B
L001350,B00812,Revolving Credit,372342.8,2024-03-22,0.1438,18,2025-09-13,real estate,1,online,580-639,B
L001351,B01174,Term Loan,280390.03,2024-02-24,0.0709,24,2026-02-13,receivables,1,branch,720-759,B
L001352,B00228,Revolving Credit,112048.2,2024-03-20,0.1436,36,2027-03-05,UCC lien,1,online,580-639,B
L001353,B00669,Merchant Cash Advance,69253.8,2023-01-29,0.0713,24,2025-01-18,equipment,1,online,720-759,A
L001354,B01160,Equipment Loan,177886.41,2023-07-29,0.1213,24,2025-07-18,UCC lien,0,branch,640-679,B
L001355,B00111,Equipment Loan,297959.64,2023-07-19,0.0987,18,2025-01-09,real estate,1,branch,680-719,B
L001356,B01442,Revolving Credit,51978.52,2024-07-15,0.1395,18,2026-01-06,receivables,1,branch,580-639,B
L001357,B00533,Term Loan,44754.18,2023-08-03,0.0748,24,2025-07-23,equipment,0,branch,720-759,B
L001358,B01467,Term Loan,40924.35,2024-05-30,0.1128,24,2026-05-20,receivables,0,branch,640-679,A
L001359,B00084,Term Loan,1200000.0,2024-11-24,0.1429,12,2025-11-19,equipment,1,partner,580-639,B
L001360,B00654,Term Loan,171090.2,2024-01-23,0.1427,18,2025-07-16,receivables,1,online,580-639,A
L001361,B00331,Equipment Loan,705569.63,2023-02-14,0.0797,24,2025-02-03,receivables,1,online,760+,C
L001362,B00804,Invoice Financing,182444.68,2024-10-10,0.0886,18,2026-04-03,real estate,0,online,680-719,B
L001363,B00072,Merchant Cash Advance,743533.6,2023-08-29,0.0922,24,2025-08-18,receivables,1,branch,680-719,B
L001364,B00933,Invoice Financing,84312.35,2023-08-25,0.0842,18,2025-02-15,UCC lien,1,branch,680-719,C
L001365,B01434,Term Loan,278656.53,2024-03-19,0.1565,36,2027-03-04,receivables,0,branch,580-639,D
L001366,B00616,Revolving Credit,235359.79,2023-08-17,0.0923,36,2026-08-01,UCC lien,0,partner,680-719,C
L001367,B00054,Equipment Loan,75853.22,2023-09-22,0.0876,24,2025-09-11,receivables,1,partner,680-719,C
L001368,B00613,Merchant Cash Advance,18167.51,2023-11-23,0.1399,24,2025-11-12,receivables,1,online,580-639,C
L001369,B00441,Revolving Credit,135268.48,2024-10-25,0.1485,24,2026-10-15,UCC lien,0,branch,580-639,A
L001370,B00098,Term Loan,534498.76,2024-09-17,0.105,36,2027-09-02,equipment,1,branch,680-719,C
L001371,B00688,Term Loan,273290.87,2024-02-13,0.0716,12,2025-02-07,receivables,0,online,760+,C
L001372,B00520,Term Loan,1200000.0,2023-02-05,0.0684,12,2024-01-31,UCC lien,1,branch,720-759,B
L001373,B00918,Equipment Loan,99969.56,2024-01-15,0.0774,12,2025-01-09,equipment,1,online,760+,B
L001374,B00675,Invoice Financing,616629.22,2024-08-21,0.0858,24,2026-08-11,real estate,0,online,720-759,B
L001375,B01081,Equipment Loan,427901.34,2024-02-11,0.114,36,2027-01-26,equipment,0,online,640-679,C
L001376,B01436,Revolving Credit,179946.41,2024-05-28,0.12,24,2026-05-18,receivables,0,online,640-679,B
L001377,B00592,Revolving Credit,693733.72,2024-11-12,0.1043,24,2026-11-02,equipment,1,online,640-679,C
L001378,B00816,Term Loan,687939.1,2023-01-12,0.1008,36,2025-12-27,receivables,0,online,680-719,C
L001379,B01152,Merchant Cash Advance,210434.05,2023-07-01,0.1107,12,2024-06-25,UCC lien,1,branch,640-679,A
L001380,B00568,Revolving Credit,60591.34,2023-05-25,0.0847,24,2025-05-14,receivables,1,branch,680-719,B
L001381,B01093,Equipment Loan,178308.21,2023-06-22,0.1047,18,2024-12-13,unsecured,0,branch,680-719,D
L001382,B01280,Equipment Loan,128685.34,2023-11-02,0.0977,36,2026-10-17,real estate,1,partner,680-719,C
L001383,B00759,Term Loan,57452.02,2023-12-01,0.0828,36,2026-11-15,receivables,1,online,720-759,A
L001384,B01393,Revolving Credit,202960.14,2024-01-25,0.0943,24,2026-01-14,UCC lien,1,branch,680-719,A
L001385,B00781,Revolving Credit,182887.46,2024-01-26,0.0676,18,2025-07-19,equipment,0,online,760+,B
L001386,B00660,Equipment Loan,365310.9,2024-03-18,0.0938,12,2025-03-13,UCC lien,0,branch,680-719,B
L001387,B00565,Revolving Credit,87269.83,2023-09-28,0.0888,24,2025-09-17,receivables,1,branch,720-759,A
L001388,B01009,Revolving Credit,616540.96,2024-12-22,0.1057,24,2026-12-12,UCC lien,1,online,680-719,B
L001389,B00780,Term Loan,21902.51,2024-10-13,0.1002,36,2027-09-28,equipment,1,online,680-719,A
L001390,B01048,Equipment Loan,375499.26,2024-01-29,0.1444,18,2025-07-22,receivables,1,online,580-639,B
L001391,B00974,Term Loan,273931.07,2024-10-21,0.1525,18,2026-04-14,equipment,0,branch,580-639,B
L001392,B01437,Revolving Credit,223428.31,2023-04-21,0.077,36,2026-04-05,equipment,0,partner,720-759,C
L001393,B00967,Term Loan,99722.74,2024-01-18,0.0873,24,2026-01-07,UCC lien,1,partner,720-759,D
L001394,B01240,Equipment Loan,144200.59,2024-05-15,0.1389,36,2027-04-30,equipment,1,branch,580-639,C
L001395,B01163,Term Loan,611851.34,2024-11-22,0.0621,12,2025-11-17,equipment,1,branch,760+,B
L001396,B00066,Revolving Credit,47597.14,2023-04-19,0.1005,24,2025-04-08,equipment,1,branch,680-719,B
L001397,B00053,Invoice Financing,317681.3,2024-11-12,0.1132,12,2025-11-07,receivables,1,online,640-679,C
L001398,B01159,Term Loan,56138.22,2023-03-31,0.0911,24,2025-03-20,UCC lien,1,branch,720-759,C
L001399,B01478,Invoice Financing,219753.09,2023-12-05,0.061,24,2025-11-24,real estate,0,online,760+,A
L001400,B01488,Invoice Financing,46307.73,2023-06-24,0.0786,18,2024-12-15,UCC lien,1,branch,720-759,C
L001401,B00894,Merchant Cash Advance,592050.08,2023-11-16,0.0896,24,2025-11-05,equipment,1,partner,680-719,C
L001402,B01470,Term Loan,1200000.0,2024-07-14,0.1025,24,2026-07-04,equipment,1,branch,680-719,B
L001403,B00509,Invoice Financing,322296.99,2024-07-10,0.1097,18,2026-01-01,equipment,1,branch,640-679,B
L001404,B00819,Term Loan,165233.69,2023-09-07,0.1574,36,2026-08-22,equipment,1,online,580-639,C
L001405,B00125,Equipment Loan,201347.0,2024-07-24,0.0913,18,2026-01-15,UCC lien,1,branch,680-719,B
L001406,B01315,Revolving Credit,185494.38,2023-04-03,0.0887,12,2024-03-28,equipment,1,partner,680-719,B
L001407,B01340,Revolving Credit,461759.74,2024-05-24,0.1267,18,2025-11-15,UCC lien,1,online,640-679,C
L001408,B01477,Term Loan,48132.53,2023-05-25,0.0666,36,2026-05-09,equipment,0,branch,720-759,C
L001409,B00173,Equipment Loan,132749.57,2023-03-06,0.0631,24,2025-02-23,equipment,0,branch,760+,B
L001410,B00221,Term Loan,183374.25,2024-11-21,0.1063,12,2025-11-16,receivables,0,branch,680-719,B
L001411,B00080,Revolving Credit,53688.03,2024-08-21,0.0821,36,2027-08-06,equipment,1,partner,720-759,B
L001412,B00489,Revolving Credit,175377.05,2024-01-10,0.0978,18,2025-07-03,equipment,1,online,680-719,B
L001413,B00017,Equipment Loan,729466.21,2024-04-29,0.0948,18,2025-10-21,unsecured,1,branch,680-719,B
L001414,B00728,Term Loan,226297.97,2024-06-08,0.0916,12,2025-06-03,receivables,1,partner,680-719,B
L001415,B00924,Invoice Financing,59330.45,2023-03-12,0.1479,48,2027-02-19,UCC lien,0,branch,580-639,C
L001416,B00117,Term Loan,558257.44,2024-03-30,0.07,24,2026-03-20,real estate,1,online,720-759,B
L001417,B00380,Revolving Credit,28979.7,2024-07-10,0.1568,18,2026-01-01,UCC lien,1,branch,580-639,B
L001418,B01280,Merchant Cash Advance,70756.47,2023-02-13,0.1042,18,2024-08-06,receivables,0,partner,680-719,A
L001419,B00753,Revolving Credit,1200000.0,2023-12-20,0.0556,18,2025-06-12,equipment,0,branch,760+,B
L001420,B00252,Merchant Cash Advance,520068.85,2024-11-14,0.1126,18,2026-05-08,receivables,0,online,640-679,B
L001421,B01267,Equipment Loan,827664.86,2023-09-13,0.1221,18,2025-03-06,UCC lien,1,branch,640-679,B
L001422,B00646,Invoice Financing,72638.69,2023-06-29,0.1411,12,2024-06-23,receivables,1,branch,580-639,B
L001423,B01416,Term Loan,172865.96,2023-10-20,0.0702,24,2025-10-09,equipment,0,online,760+,C
L001424,B01088,Revolving Credit,111364.29,2024-04-17,0.0876,24,2026-04-07,equipment,1,branch,680-719,C
L001425,B01427,Term Loan,857174.47,2023-03-10,0.0705,24,2025-02-27,real estate,0,online,760+,B
L001426,B00193,Invoice Financing,191384.66,2024-10-13,0.1069,36,2027-09-28,real estate,1,partner,640-679,C
L001427,B00423,Term Loan,160893.33,2023-02-19,0.1341,36,2026-02-03,equipment,0,partner,580-639,A
L001428,B01197,Revolving Credit,215008.22,2023-01-14,0.0931,18,2024-07-07,UCC lien,1,partner,680-719,A
L001429,B00292,Revolving Credit,233729.47,2023-06-20,0.1029,24,2025-06-09,receivables,1,branch,640-679,B
L001430,B00791,Revolving Credit,164809.16,2023-11-05,0.1045,36,2026-10-20,UCC lien,1,branch,680-719,C
L001431,B01321,Invoice Financing,118090.9,2024-05-07,0.0774,36,2027-04-22,unsecured,1,online,720-759,B
L001432,B00468,Equipment Loan,697388.89,2024-07-19,0.0717,24,2026-07-09,UCC lien,1,relationship_manager,760+,B
L001433,B00457,Equipment Loan,1200000.0,2024-05-08,0.1055,36,2027-04-23,receivables,1,online,680-719,C
L001434,B00357,Revolving Credit,1200000.0,2024-10-09,0.0692,24,2026-09-29,UCC lien,1,branch,760+,B
L001435,B01370,Revolving Credit,729391.39,2023-05-02,0.1522,12,2024-04-26,UCC lien,0,branch,580-639,B
L001436,B00367,Equipment Loan,72757.01,2023-03-04,0.0636,24,2025-02-21,unsecured,1,branch,760+,B
L001437,B01255,Revolving Credit,32887.87,2023-03-25,0.0673,18,2024-09-15,receivables,1,online,720-759,B
L001438,B00555,Term Loan,386294.37,2024-03-08,0.1046,12,2025-03-03,receivables,0,online,640-679,C
L001439,B00095,Term Loan,790959.74,2024-02-21,0.0793,24,2026-02-10,real estate,1,branch,760+,B
L001440,B00236,Revolving Credit,176704.77,2023-06-08,0.1052,36,2026-05-23,real estate,0,online,680-719,C
L001441,B00960,Revolving Credit,255448.99,2023-07-07,0.0925,24,2025-06-26,UCC lien,0,relationship_manager,680-719,A
L001442,B00015,Revolving Credit,325495.11,2024-03-19,0.143,24,2026-03-09,UCC lien,1,online,580-639,A
L001443,B01250,Term Loan,46527.67,2023-05-08,0.1043,18,2024-10-29,equipment,0,branch,680-719,C
L001444,B01127,Revolving Credit,32488.37,2023-02-17,0.1023,18,2024-08-10,receivables,1,branch,680-719,B
L001445,B00255,Term Loan,119762.99,2024-04-25,0.153,24,2026-04-15,real estate,0,online,580-639,A
L001446,B01129,Term Loan,155551.84,2023-11-20,0.0938,24,2025-11-09,real estate,1,partner,680-719,D
L001447,B00727,Term Loan,366420.69,2023-07-25,0.1573,18,2025-01-15,equipment,1,online,580-639,B
L001448,B00132,Equipment Loan,514980.71,2023-02-13,0.1449,24,2025-02-02,real estate,0,online,580-639,A
L001449,B00544,Revolving Credit,338560.18,2023-05-04,0.0962,24,2025-04-23,unsecured,1,partner,680-719,C
L001450,B00161,Invoice Financing,23116.04,2023-10-27,0.0727,36,2026-10-11,receivables,0,branch,720-759,B
L001451,B00211,Term Loan,361367.99,2024-05-27,0.0706,24,2026-05-17,UCC lien,0,branch,720-759,C
L001452,B01272,Term Loan,156447.07,2024-06-06,0.0694,12,2025-06-01,UCC lien,0,relationship_manager,720-759,B
L001453,B01111,Revolving Credit,52307.7,2024-05-07,0.0884,18,2025-10-29,equipment,1,partner,720-759,B
L001454,B00067,Term Loan,749038.9,2024-06-10,0.1068,24,2026-05-31,UCC lien,0,online,640-679,C
L001455,B00585,Revolving Credit,119826.37,2024-08-09,0.0909,24,2026-07-30,receivables,1,branch,680-719,B
L001456,B00683,Term Loan,502797.13,2024-06-01,0.0566,24,2026-05-22,real estate,0,branch,760+,B
L001457,B00929,Revolving Credit,359876.4,2024-04-06,0.1484,18,2025-09-28,equipment,1,online,580-639,B
L001458,B00012,Invoice Financing,417537.96,2023-07-12,0.0893,12,2024-07-06,real estate,1,partner,720-759,A
L001459,B01112,Term Loan,796892.38,2024-05-03,0.1389,18,2025-10-25,equipment,1,partner,580-639,A
L001460,B00357,Term Loan,1200000.0,2023-07-04,0.066,24,2025-06-23,receivables,1,online,760+,C
L001461,B00436,Revolving Credit,28292.32,2023-07-21,0.0864,24,2025-07-10,equipment,1,branch,720-759,B
L001462,B00002,Revolving Credit,562104.28,2023-11-30,0.1156,24,2025-11-19,receivables,1,online,640-679,B
L001463,B01182,Term Loan,767726.19,2024-06-24,0.095,24,2026-06-14,receivables,1,branch,680-719,C
L001464,B01156,Term Loan,232075.01,2023-11-13,0.1169,18,2025-05-06,unsecured,0,relationship_manager,640-679,B
L001465,B00941,Revolving Credit,510625.14,2023-05-28,0.0824,18,2024-11-18,equipment,1,online,720-759,C
L001466,B00066,Term Loan,42763.84,2024-10-30,0.0826,12,2025-10-25,receivables,1,branch,680-719,A
L001467,B00459,Invoice Financing,38639.6,2024-11-10,0.1507,12,2025-11-05,equipment,1,branch,580-639,A
L001468,B01208,Term Loan,299618.95,2024-12-15,0.1081,18,2026-06-08,equipment,0,online,640-679,C
L001469,B00136,Term Loan,1200000.0,2023-06-24,0.0833,36,2026-06-08,equipment,1,branch,720-759,B
L001470,B00587,Revolving Credit,165804.65,2024-11-28,0.113,18,2026-05-22,equipment,1,partner,640-679,B
L001471,B00657,Merchant Cash Advance,63468.26,2023-06-29,0.1066,24,2025-06-18,equipment,1,online,640-679,C
L001472,B00826,Term Loan,141273.71,2024-02-10,0.117,18,2025-08-03,real estate,0,partner,640-679,B
L001473,B00599,Equipment Loan,214033.0,2023-05-19,0.0912,24,2025-05-08,equipment,0,partner,720-759,A
L001474,B00343,Invoice Financing,587172.31,2024-03-27,0.1429,12,2025-03-22,receivables,1,partner,580-639,A
L001475,B00154,Invoice Financing,722152.97,2024-09-10,0.0842,24,2026-08-31,equipment,1,online,680-719,A
L001476,B00230,Revolving Credit,122025.25,2023-11-26,0.0674,24,2025-11-15,equipment,1,relationship_manager,760+,B
L001477,B00650,Term Loan,80572.28,2023-10-24,0.0891,24,2025-10-13,equipment,1,branch,720-759,B
L001478,B00105,Term Loan,365556.17,2024-11-21,0.1068,18,2026-05-15,equipment,1,online,640-679,B
L001479,B00731,Revolving Credit,206833.24,2024-07-18,0.0944,12,2025-07-13,equipment,1,partner,680-719,B
L001480,B00658,Equipment Loan,710410.49,2023-04-27,0.1112,24,2025-04-16,equipment,0,branch,640-679,C
L001481,B00573,Revolving Credit,338445.38,2024-09-23,0.1009,12,2025-09-18,UCC lien,1,online,680-719,B
L001482,B00558,Term Loan,205075.63,2024-12-29,0.0865,24,2026-12-19,equipment,0,branch,720-759,B
L001483,B00208,Merchant Cash Advance,323552.2,2023-07-29,0.1521,24,2025-07-18,UCC lien,0,online,580-639,B
L001484,B00598,Term Loan,18679.84,2024-01-23,0.1043,36,2027-01-07,equipment,1,online,680-719,B
L001485,B00910,Revolving Credit,80878.76,2024-07-08,0.1254,18,2025-12-30,real estate,1,branch,640-679,B
L001486,B00457,Revolving Credit,1200000.0,2024-08-16,0.0942,24,2026-08-06,unsecured,1,branch,680-719,A
L001487,B00893,Equipment Loan,81316.77,2023-12-06,0.1074,24,2025-11-25,receivables,1,branch,640-679,C
L001488,B00755,Revolving Credit,514736.13,2024-12-24,0.0859,24,2026-12-14,UCC lien,0,partner,680-719,C
L001489,B00567,Equipment Loan,18256.45,2023-12-28,0.154,36,2026-12-12,equipment,1,online,580-639,B
L001490,B00685,Term Loan,1200000.0,2024-08-26,0.117,24,2026-08-16,equipment,1,online,640-679,B
L001491,B01330,Equipment Loan,602063.54,2023-05-19,0.1505,18,2024-11-09,UCC lien,0,branch,580-639,A
L001492,B00882,Revolving Credit,96642.2,2023-03-01,0.0827,24,2025-02-18,equipment,1,online,720-759,B
L001493,B00981,Invoice Financing,51008.57,2023-05-09,0.1524,24,2025-04-28,receivables,1,branch,580-639,C
L001494,B01018,Term Loan,253922.9,2024-07-30,0.0685,36,2027-07-15,equipment,0,online,720-759,C
L001495,B01368,Revolving Credit,79625.2,2024-01-07,0.0763,24,2025-12-27,equipment,1,branch,760+,A
L001496,B00767,Term Loan,134669.63,2023-06-10,0.0798,12,2024-06-04,receivables,1,online,760+,C
L001497,B01092,Term Loan,68155.09,2023-08-22,0.0858,36,2026-08-06,equipment,1,online,720-759,A
L001498,B00082,Merchant Cash Advance,58094.68,2023-01-03,0.0808,36,2025-12-18,equipment,1,partner,720-759,A
L001499,B00298,Invoice Financing,852837.69,2023-04-13,0.0865,48,2027-03-23,equipment,1,partner,720-759,C
L001500,B00382,Term Loan,348548.12,2024-06-21,0.0953,12,2025-06-16,unsecured,1,online,680-719,B
L001501,B01189,Invoice Financing,23120.87,2024-02-10,0.1097,12,2025-02-04,receivables,1,online,640-679,A
L001502,B01100,Term Loan,394449.15,2023-10-30,0.072,24,2025-10-19,equipment,1,partner,720-759,B
L001503,B00537,Invoice Financing,70228.09,2024-11-27,0.056,36,2027-11-12,receivables,0,online,760+,C
L001504,B00613,Merchant Cash Advance,30789.29,2024-05-23,0.1415,24,2026-05-13,equipment,1,branch,580-639,B
L001505,B00921,Revolving Credit,411498.96,2023-01-25,0.0678,24,2025-01-14,receivables,0,branch,720-759,B
L001506,B00152,Invoice Financing,108000.26,2023-08-02,0.0905,36,2026-07-17,equipment,0,online,720-759,A
L001507,B00064,Term Loan,508784.23,2024-07-09,0.099,36,2027-06-24,receivables,1,branch,680-719,D
L001508,B00894,Invoice Financing,742240.47,2024-11-03,0.0836,48,2028-10-13,unsecured,0,partner,680-719,C
L001509,B00762,Revolving Credit,292702.77,2024-10-05,0.1028,18,2026-03-29,equipment,1,partner,680-719,C
L001510,B00991,Term Loan,161959.94,2024-02-29,0.1411,36,2027-02-13,UCC lien,1,relationship_manager,580-639,C
L001511,B00426,Equipment Loan,308747.68,2023-03-21,0.1143,12,2024-03-15,receivables,1,partner,640-679,B
L001512,B00791,Revolving Credit,178948.27,2023-02-19,0.0955,24,2025-02-08,equipment,0,online,680-719,B
L001513,B00217,Term Loan,151811.68,2023-07-22,0.1237,24,2025-07-11,equipment,1,online,640-679,C
L001514,B00223,Term Loan,1200000.0,2024-11-24,0.0868,36,2027-11-09,equipment,0,branch,720-759,C
L001515,B00030,Merchant Cash Advance,55107.17,2023-10-12,0.0849,24,2025-10-01,equipment,1,branch,680-719,A
L001516,B00843,Term Loan,143104.78,2024-11-09,0.0894,18,2026-05-03,unsecured,1,partner,680-719,B
L001517,B00401,Term Loan,876047.24,2023-09-05,0.0702,12,2024-08-30,UCC lien,1,online,720-759,C
L001518,B00110,Term Loan,65511.83,2023-12-07,0.0954,18,2025-05-30,equipment,1,partner,680-719,C
L001519,B00574,Merchant Cash Advance,110351.62,2023-04-28,0.0835,36,2026-04-12,UCC lien,1,partner,680-719,C
L001520,B00708,Equipment Loan,651040.02,2023-10-24,0.105,48,2027-10-03,UCC lien,0,online,680-719,C
L001521,B00791,Revolving Credit,149644.28,2023-01-18,0.0964,18,2024-07-11,UCC lien,0,branch,680-719,B
L001522,B00066,Merchant Cash Advance,187763.1,2024-06-30,0.103,24,2026-06-20,receivables,0,online,680-719,D
L001523,B00620,Revolving Credit,1084816.91,2024-10-11,0.1091,24,2026-10-01,equipment,0,branch,640-679,B
L001524,B00491,Term Loan,33325.77,2024-09-27,0.1213,36,2027-09-12,equipment,0,online,640-679,D
L001525,B00282,Equipment Loan,33707.34,2024-08-21,0.0736,36,2027-08-06,receivables,1,relationship_manager,720-759,A
L001526,B01281,Term Loan,836107.68,2024-10-16,0.0909,36,2027-10-01,equipment,1,online,720-759,B
L001527,B00619,Revolving Credit,180813.7,2024-07-12,0.0704,24,2026-07-02,receivables,1,branch,720-759,B
L001528,B00064,Term Loan,722451.28,2024-12-29,0.0842,24,2026-12-19,real estate,1,branch,680-719,B
L001529,B00567,Merchant Cash Advance,40138.36,2024-01-01,0.1528,18,2025-06-24,receivables,1,relationship_manager,580-639,A
L001530,B01183,Term Loan,59259.49,2024-11-07,0.0939,36,2027-10-23,equipment,0,online,680-719,C
L001531,B00418,Term Loan,1200000.0,2023-05-05,0.1369,36,2026-04-19,equipment,0,branch,580-639,A
L001532,B00547,Equipment Loan,163462.28,2023-06-16,0.0886,12,2024-06-10,UCC lien,0,partner,680-719,D
L001533,B01332,Revolving Credit,45249.72,2023-01-09,0.1132,18,2024-07-02,real estate,1,relationship_manager,640-679,B
L001534,B00406,Equipment Loan,1200000.0,2023-11-23,0.1375,36,2026-11-07,equipment,1,online,580-639,B
L001535,B01007,Invoice Financing,352389.36,2024-09-23,0.0795,36,2027-09-08,equipment,1,online,760+,B
L001536,B00070,Merchant Cash Advance,83275.5,2024-07-09,0.1105,12,2025-07-04,equipment,1,branch,640-679,B
L001537,B01096,Term Loan,186687.56,2023-06-05,0.0927,18,2024-11-26,real estate,1,online,680-719,B
L001538,B01475,Revolving Credit,84311.2,2024-12-02,0.0846,24,2026-11-22,receivables,1,online,680-719,C
L001539,B01051,Equipment Loan,1145239.56,2024-01-04,0.077,18,2025-06-27,UCC lien,1,online,760+,B
L001540,B00915,Equipment Loan,34105.21,2023-03-29,0.0753,24,2025-03-18,unsecured,1,branch,760+,C
L001541,B00249,Invoice Financing,609562.16,2023-09-13,0.1087,36,2026-08-28,equipment,1,partner,640-679,D
L001542,B00759,Term Loan,117824.75,2024-02-08,0.0766,24,2026-01-28,equipment,1,branch,720-759,C
L001543,B01297,Invoice Financing,1080254.44,2024-04-15,0.0919,18,2025-10-07,UCC lien,1,online,680-719,C
L001544,B00184,Merchant Cash Advance,200005.97,2023-06-13,0.0628,36,2026-05-28,receivables,0,partner,760+,C
L001545,B01480,Equipment Loan,45213.52,2023-07-31,0.1045,24,2025-07-20,UCC lien,0,online,640-679,C
L001546,B00111,Equipment Loan,265250.84,2023-10-18,0.0861,36,2026-10-02,equipment,0,online,680-719,A
L001547,B01449,Term Loan,139439.52,2024-04-22,0.1254,18,2025-10-14,receivables,1,partner,640-679,B
L001548,B00589,Term Loan,110722.67,2023-02-24,0.1009,18,2024-08-17,equipment,1,partner,680-719,B
L001549,B00775,Invoice Financing,54913.25,2024-12-04,0.1367,24,2026-11-24,equipment,0,partner,580-639,B
L001550,B00186,Revolving Credit,810540.54,2023-02-06,0.0842,36,2026-01-21,real estate,1,partner,680-719,B
L001551,B00158,Term Loan,313445.52,2024-04-28,0.1528,24,2026-04-18,receivables,1,partner,580-639,B
L001552,B01366,Merchant Cash Advance,62710.53,2023-07-06,0.0686,24,2025-06-25,receivables,1,branch,760+,C
L001553,B00880,Equipment Loan,183090.4,2024-08-09,0.0716,36,2027-07-25,UCC lien,1,branch,720-759,C
L001554,B01228,Merchant Cash Advance,172392.97,2023-04-13,0.1535,12,2024-04-07,equipment,1,branch,580-639,A
L001555,B01039,Term Loan,104965.02,2023-10-24,0.1528,12,2024-10-18,receivables,1,online,580-639,A
L001556,B00577,Term Loan,141768.39,2023-07-04,0.0821,24,2025-06-23,equipment,0,branch,720-759,B
L001557,B01092,Revolving Credit,130392.46,2023-09-22,0.0853,24,2025-09-11,equipment,0,online,720-759,B
L001558,B01466,Revolving Credit,95635.88,2023-08-10,0.1568,18,2025-01-31,UCC lien,0,relationship_manager,580-639,B
L001559,B01322,Revolving Credit,1200000.0,2024-01-21,0.0828,24,2026-01-10,UCC lien,0,online,680-719,C
L001560,B00429,Equipment Loan,1014542.51,2023-07-26,0.1012,18,2025-01-16,receivables,0,branch,680-719,A
L001561,B00907,Revolving Credit,755984.85,2024-10-31,0.1574,18,2026-04-24,receivables,0,branch,580-639,A
L001562,B00842,Revolving Credit,159619.03,2024-01-17,0.0895,12,2025-01-11,UCC lien,0,online,720-759,C
L001563,B01024,Term Loan,103724.97,2024-03-14,0.1197,24,2026-03-04,receivables,1,partner,640-679,B
L001564,B00115,Term Loan,1200000.0,2024-07-24,0.0791,12,2025-07-19,equipment,1,branch,720-759,A
L001565,B00148,Term Loan,801946.15,2023-10-25,0.1183,24,2025-10-14,UCC lien,1,branch,640-679,A
L001566,B00287,Equipment Loan,124874.78,2024-10-24,0.142,24,2026-10-14,equipment,1,online,580-639,C
L001567,B00859,Revolving Credit,334734.83,2024-06-11,0.0716,24,2026-06-01,UCC lien,1,online,760+,C
L001568,B00827,Term Loan,116052.25,2024-08-07,0.0914,18,2026-01-29,unsecured,1,online,680-719,B
L001569,B00740,Revolving Credit,243476.12,2023-07-09,0.1568,18,2024-12-30,UCC lien,0,partner,580-639,B
L001570,B00939,Invoice Financing,145615.21,2023-03-15,0.1056,18,2024-09-05,receivables,1,partner,640-679,C
L001571,B01160,Revolving Credit,68571.78,2024-06-29,0.125,24,2026-06-19,UCC lien,0,online,640-679,A
L001572,B01241,Equipment Loan,125280.06,2024-03-28,0.1426,12,2025-03-23,unsecured,1,branch,580-639,B
L001573,B00446,Term Loan,141243.27,2023-04-08,0.0751,48,2027-03-18,real estate,1,online,720-759,C
L001574,B01075,Revolving Credit,41844.92,2023-12-02,0.104,12,2024-11-26,equipment,1,online,640-679,B
L001575,B00525,Merchant Cash Advance,1200000.0,2023-03-03,0.0913,18,2024-08-24,equipment,1,partner,680-719,B
L001576,B01195,Invoice Financing,166085.73,2023-04-16,0.1457,48,2027-03-26,equipment,1,branch,580-639,B
L001577,B00524,Invoice Financing,620414.95,2023-01-16,0.0809,24,2025-01-05,unsecured,1,branch,720-759,B
L001578,B00474,Term Loan,306461.75,2024-10-25,0.1096,24,2026-10-15,equipment,1,online,640-679,B
L001579,B00875,Revolving Credit,119225.53,2023-08-07,0.0743,24,2025-07-27,UCC lien,1,online,760+,A
L001580,B00925,Term Loan,504597.92,2023-05-30,0.0725,18,2024-11-20,receivables,0,online,760+,B
L001581,B00980,Term Loan,22494.21,2024-04-13,0.0677,36,2027-03-29,UCC lien,0,branch,720-759,B
L001582,B00294,Revolving Credit,57200.41,2024-05-03,0.0711,36,2027-04-18,receivables,1,online,720-759,C
L001583,B00747,Merchant Cash Advance,315985.82,2023-05-17,0.1093,12,2024-05-11,real estate,1,branch,640-679,A
L001584,B00958,Term Loan,613699.63,2023-10-03,0.1227,24,2025-09-22,UCC lien,1,branch,640-679,B
