payroll_id,business_id,payroll_month,employee_count,full_time_count,part_time_count,payroll_amount,avg_wage_estimate,overtime_hours_proxy,payroll_processor
PY0013757,B00257,2024-10,5,4,1,25408.26,5081.65,26.5,ADP
PY0013758,B00258,2024-10,7,4,3,33964.0,4852.0,32.7,Gusto
PY0013759,B00259,2024-10,12,8,4,54093.32,4507.78,65.2,Gusto
PY0013760,B00260,2024-10,4,2,2,19210.62,4802.66,53.8,Paychex
PY0013761,B00261,2024-10,10,8,2,52859.81,5285.98,67.1,ADP
PY0013762,B00262,2024-10,2,2,0,23224.26,11612.13,19.7,Paychex
PY0013763,B00263,2024-10,2,1,1,14001.25,7000.63,61.2,QuickBooks
PY0013764,B00264,2024-10,7,6,1,19714.18,2816.31,66.4,Paychex
PY0013765,B00265,2024-10,1,1,0,8335.62,8335.62,2.9,Paychex
PY0013766,B00266,2024-10,53,35,18,307097.44,5794.29,47.7,Gusto
PY0013767,B00267,2024-10,1,1,0,10034.89,10034.89,48.8,Paychex
PY0013768,B00268,2024-10,5,3,2,24712.41,4942.48,10.7,ADP
PY0013769,B00269,2024-10,1,1,0,5606.34,5606.34,76.7,QuickBooks
PY0013770,B00270,2024-10,2,2,0,18991.56,9495.78,7.0,Paychex
PY0013771,B00271,2024-10,1,1,0,9555.5,9555.5,52.0,QuickBooks
PY0013772,B00272,2024-10,18,13,5,91596.93,5088.72,66.5,ADP
PY0013773,B00273,2024-10,16,11,5,77366.11,4835.38,22.4,ADP
PY0013774,B00274,2024-10,12,7,5,51115.02,4259.59,27.6,Gusto
PY0013775,B00275,2024-10,51,33,18,245749.37,4818.62,14.2,ADP
PY0013776,B00276,2024-10,7,6,1,56285.28,8040.75,6.5,ADP
PY0013777,B00277,2024-10,17,10,7,61417.34,3612.78,53.9,Paychex
PY0013778,B00278,2024-10,10,7,3,29162.94,2916.29,22.8,Gusto
PY0013779,B00279,2024-10,2,1,1,10032.1,5016.05,61.3,ADP
PY0013780,B00280,2024-10,25,19,6,84405.84,3376.23,30.8,Paychex
PY0013781,B00281,2024-10,2,1,1,6468.83,3234.42,51.0,ADP
PY0013782,B00282,2024-10,3,2,1,9885.14,3295.05,17.4,ADP
PY0013783,B00283,2024-10,3,2,1,14924.3,4974.77,24.2,ADP
PY0013784,B00284,2024-10,3,2,1,9454.07,3151.36,63.6,QuickBooks
PY0013785,B00285,2024-10,9,8,1,30288.93,3365.44,53.1,Paychex
PY0013786,B00286,2024-10,4,3,1,12720.48,3180.12,57.4,QuickBooks
PY0013787,B00287,2024-10,1,1,0,14338.32,14338.32,36.3,QuickBooks
PY0013788,B00288,2024-10,7,5,2,38170.77,5452.97,29.3,ADP
PY0013789,B00289,2024-10,2,1,1,5740.03,2870.02,19.3,QuickBooks
PY0013790,B00290,2024-10,3,2,1,13009.94,4336.65,28.6,Paychex
PY0013791,B00291,2024-10,6,4,2,30426.78,5071.13,42.4,Gusto
PY0013792,B00292,2024-10,6,5,1,27085.33,4514.22,76.0,Gusto
PY0013793,B00293,2024-10,7,6,1,48782.31,6968.9,22.4,Paychex
PY0013794,B00294,2024-10,4,3,1,23997.5,5999.38,33.1,Paychex
PY0013795,B00295,2024-10,1,1,0,8794.23,8794.23,64.2,ADP
PY0013796,B00296,2024-10,1,1,0,10723.21,10723.21,77.3,QuickBooks
PY0013797,B00297,2024-10,16,10,6,78542.84,4908.93,42.5,Paychex
PY0013798,B00298,2024-10,13,9,4,80735.5,6210.42,8.5,Paychex
PY0013799,B00299,2024-10,6,4,2,28269.92,4711.65,8.9,ADP
PY0013800,B00300,2024-10,36,26,10,163450.12,4540.28,17.0,Gusto
PY0013801,B00301,2024-10,7,4,3,36184.73,5169.25,61.0,ADP
PY0013802,B00302,2024-10,1,1,0,11041.43,11041.43,32.2,Paychex
PY0013803,B00303,2024-10,2,1,1,14086.6,7043.3,67.5,ADP
PY0013804,B00304,2024-10,4,2,2,22701.24,5675.31,32.2,Paychex
PY0013805,B00305,2024-10,1,1,0,10559.06,10559.06,76.9,QuickBooks
PY0013806,B00306,2024-10,3,2,1,26245.03,8748.34,23.2,ADP
PY0013807,B00307,2024-10,1,1,0,7383.29,7383.29,53.4,QuickBooks
PY0013808,B00308,2024-10,5,3,2,26778.19,5355.64,41.0,Paychex
PY0013809,B00309,2024-10,2,2,0,9978.56,4989.28,17.3,QuickBooks
PY0013810,B00310,2024-10,2,2,0,17094.66,8547.33,59.7,Paychex
PY0013811,B00311,2024-10,31,20,11,191020.03,6161.94,38.8,Paychex
PY0013812,B00312,2024-10,6,4,2,14032.63,2338.77,48.6,ADP
PY0013813,B00313,2024-10,8,6,2,44693.66,5586.71,26.4,Paychex
PY0013814,B00314,2024-10,9,6,3,42630.15,4736.68,32.4,ADP
PY0013815,B00315,2024-10,6,5,1,22151.11,3691.85,52.8,Gusto
PY0013816,B00316,2024-10,12,10,2,49852.27,4154.36,45.7,QuickBooks
PY0013817,B00317,2024-10,24,17,7,106977.61,4457.4,23.6,QuickBooks
PY0013818,B00318,2024-10,9,5,4,43149.16,4794.35,9.3,Paychex
PY0013819,B00319,2024-10,1,1,0,17682.18,17682.18,20.7,Paychex
PY0013820,B00320,2024-10,2,1,1,11504.11,5752.06,43.2,ADP
PY0013821,B00321,2024-10,33,24,9,107162.58,3247.35,60.7,ADP
PY0013822,B00322,2024-10,3,2,1,14342.12,4780.71,38.2,Gusto
PY0013823,B00323,2024-10,13,8,5,55594.9,4276.53,32.8,Paychex
PY0013824,B00324,2024-10,4,2,2,19044.62,4761.16,61.3,ADP
PY0013825,B00325,2024-10,15,12,3,63355.34,4223.69,25.3,Paychex
PY0013826,B00326,2024-10,15,11,4,53131.26,3542.08,42.5,ADP
PY0013827,B00327,2024-10,4,3,1,11529.68,2882.42,59.2,manual
PY0013828,B00328,2024-10,2,1,1,12377.27,6188.64,34.5,ADP
PY0013829,B00329,2024-10,5,3,2,25022.36,5004.47,13.1,Paychex
PY0013830,B00330,2024-10,13,7,6,45545.72,3503.52,47.6,QuickBooks
PY0013831,B00331,2024-10,13,10,3,77151.69,5934.75,36.7,Paychex
PY0013832,B00332,2024-10,4,3,1,26450.9,6612.73,22.5,Paychex
PY0013833,B00333,2024-10,18,14,4,84171.17,4676.18,9.5,Gusto
PY0013834,B00334,2024-10,4,3,1,29457.77,7364.44,46.1,Paychex
PY0013835,B00335,2024-10,2,1,1,8142.3,4071.15,61.9,Paychex
PY0013836,B00336,2024-10,5,3,2,16593.35,3318.67,38.1,ADP
PY0013837,B00337,2024-10,5,4,1,17417.87,3483.57,57.1,Paychex
PY0013838,B00338,2024-10,9,8,1,25223.07,2802.56,52.6,Gusto
PY0013839,B00339,2024-10,18,11,7,103026.18,5723.68,79.2,Gusto
PY0013840,B00340,2024-10,6,4,2,17234.11,2872.35,75.2,Gusto
PY0013841,B00341,2024-10,16,11,5,91247.0,5702.94,56.7,QuickBooks
PY0013842,B00342,2024-10,8,4,4,48304.72,6038.09,26.1,Gusto
PY0013843,B00343,2024-10,7,5,2,41403.89,5914.84,61.2,ADP
PY0013844,B00344,2024-10,10,6,4,27296.47,2729.65,75.8,Gusto
PY0013845,B00345,2024-10,1,1,0,17346.76,17346.76,54.2,Paychex
PY0013846,B00346,2024-10,15,12,3,76337.44,5089.16,70.2,Gusto
PY0013847,B00347,2024-10,3,2,1,10042.64,3347.55,0.4,ADP
PY0013848,B00348,2024-10,3,2,1,10897.96,3632.65,21.7,Paychex
PY0013849,B00349,2024-10,40,25,15,165602.21,4140.06,55.5,Paychex
PY0013850,B00350,2024-10,22,14,8,91649.74,4165.9,68.2,Paychex
PY0013851,B00351,2024-10,10,6,4,43981.31,4398.13,56.2,Gusto
PY0013852,B00352,2024-10,7,6,1,20933.4,2990.49,26.5,QuickBooks
PY0013853,B00353,2024-10,2,1,1,18437.16,9218.58,1.8,Paychex
PY0013854,B00354,2024-10,10,6,4,32510.32,3251.03,24.4,ADP
PY0013855,B00355,2024-10,3,2,1,12870.7,4290.23,21.6,ADP
PY0013856,B00356,2024-10,3,2,1,19122.25,6374.08,37.9,Gusto
PY0013857,B00357,2024-10,37,29,8,118571.43,3204.63,76.9,ADP
PY0013858,B00358,2024-10,1,1,0,8048.1,8048.1,57.4,ADP
PY0013859,B00359,2024-10,7,4,3,17120.22,2445.75,38.1,Paychex
PY0013860,B00360,2024-10,6,4,2,19523.9,3253.98,52.9,ADP
PY0013861,B00361,2024-10,1,1,0,8865.84,8865.84,39.9,Paychex
PY0013862,B00362,2024-10,2,1,1,10978.48,5489.24,61.2,ADP
PY0013863,B00363,2024-10,2,1,1,9881.8,4940.9,31.3,Paychex
PY0013864,B00364,2024-10,11,7,4,32197.74,2927.07,21.6,Paychex
PY0013865,B00365,2024-10,4,3,1,16350.57,4087.64,52.0,Paychex
PY0013866,B00366,2024-10,10,8,2,42469.15,4246.92,71.5,Gusto
PY0013867,B00367,2024-10,1,1,0,11718.39,11718.39,79.1,ADP
PY0013868,B00368,2024-10,1,1,0,15451.86,15451.86,9.4,Gusto
PY0013869,B00369,2024-10,5,3,2,22325.33,4465.07,50.1,Paychex
PY0013870,B00370,2024-10,2,2,0,11777.99,5889.0,52.2,QuickBooks
PY0013871,B00371,2024-10,6,5,1,29347.95,4891.33,41.2,Gusto
PY0013872,B00372,2024-10,5,4,1,20103.25,4020.65,62.7,Gusto
PY0013873,B00373,2024-10,1,1,0,8487.31,8487.31,73.6,Gusto
PY0013874,B00374,2024-10,11,8,3,53332.09,4848.37,45.6,Gusto
PY0013875,B00375,2024-10,23,17,6,142969.25,6216.05,29.1,Paychex
PY0013876,B00376,2024-10,3,2,1,18583.02,6194.34,52.8,ADP
PY0013877,B00377,2024-10,8,5,3,37831.19,4728.9,12.3,Paychex
PY0013878,B00378,2024-10,19,13,6,60720.72,3195.83,70.6,Gusto
PY0013879,B00379,2024-10,2,1,1,23837.91,11918.96,6.5,ADP
PY0013880,B00380,2024-10,1,1,0,7109.36,7109.36,0.9,ADP
PY0013881,B00381,2024-10,29,18,11,171457.79,5912.34,50.9,QuickBooks
PY0013882,B00382,2024-10,4,3,1,24059.23,6014.81,20.7,ADP
PY0013883,B00383,2024-10,5,3,2,21157.73,4231.55,17.7,Paychex
PY0013884,B00384,2024-10,4,2,2,10777.46,2694.37,15.6,Gusto
PY0013885,B00385,2024-10,1,1,0,11356.3,11356.3,6.0,Paychex
PY0013886,B00386,2024-10,21,13,8,83163.13,3960.15,32.1,ADP
PY0013887,B00387,2024-10,6,4,2,43871.72,7311.95,23.3,manual
PY0013888,B00388,2024-10,1,1,0,14425.7,14425.7,33.6,Paychex
PY0013889,B00389,2024-10,3,2,1,18073.78,6024.59,23.2,Gusto
PY0013890,B00390,2024-10,5,3,2,30113.34,6022.67,10.7,ADP
PY0013891,B00391,2024-10,1,1,0,17090.22,17090.22,4.6,Gusto
PY0013892,B00392,2024-10,2,2,0,14479.77,7239.89,42.3,ADP
PY0013893,B00393,2024-10,11,8,3,48094.7,4372.25,2.9,Paychex
PY0013894,B00394,2024-10,3,2,1,27779.27,9259.76,44.6,Paychex
PY0013895,B00395,2024-10,4,3,1,20477.01,5119.25,66.9,ADP
PY0013896,B00396,2024-10,15,9,6,84884.78,5658.99,5.4,Gusto
PY0013897,B00397,2024-10,1,1,0,17505.35,17505.35,6.7,ADP
PY0013898,B00398,2024-10,20,15,5,69546.7,3477.34,72.2,Paychex
PY0013899,B00399,2024-10,11,7,4,42470.71,3860.97,44.8,Paychex
PY0013900,B00400,2024-10,3,2,1,14422.42,4807.47,49.0,Paychex
PY0013901,B00401,2024-10,12,8,4,45559.85,3796.65,21.6,ADP
PY0013902,B00402,2024-10,9,7,2,28538.53,3170.95,20.5,Gusto
PY0013903,B00403,2024-10,2,2,0,19178.46,9589.23,57.4,QuickBooks
PY0013904,B00404,2024-10,2,1,1,9528.07,4764.04,60.3,Paychex
PY0013905,B00405,2024-10,7,6,1,53470.3,7638.61,34.5,Paychex
PY0013906,B00406,2024-10,28,17,11,104854.91,3744.82,10.8,QuickBooks
PY0013907,B00407,2024-10,5,4,1,26841.72,5368.34,41.2,ADP
PY0013908,B00408,2024-10,1,1,0,16873.5,16873.5,38.5,ADP
PY0013909,B00409,2024-10,26,20,6,118766.64,4567.95,29.1,Paychex
PY0013910,B00410,2024-10,6,5,1,36906.52,6151.09,34.7,Gusto
PY0013911,B00411,2024-10,5,4,1,22041.26,4408.25,45.0,Gusto
PY0013912,B00412,2024-10,2,1,1,19894.29,9947.15,62.5,Gusto
PY0013913,B00413,2024-10,5,4,1,43907.22,8781.44,68.2,Gusto
PY0013914,B00414,2024-10,5,3,2,25934.21,5186.84,73.0,manual
PY0013915,B00415,2024-10,2,1,1,10827.93,5413.97,15.9,Gusto
PY0013916,B00416,2024-10,11,6,5,72070.7,6551.88,8.1,QuickBooks
PY0013917,B00417,2024-10,6,3,3,19582.31,3263.72,30.7,ADP
PY0013918,B00418,2024-10,22,13,9,114803.44,5218.34,7.2,Paychex
PY0013919,B00419,2024-10,4,3,1,16204.55,4051.14,47.0,QuickBooks
PY0013920,B00420,2024-10,21,16,5,93004.46,4428.78,64.2,ADP
PY0013921,B00421,2024-10,11,8,3,67605.9,6145.99,35.3,ADP
PY0013922,B00422,2024-10,4,3,1,9244.0,2311.0,30.0,QuickBooks
PY0013923,B00423,2024-10,2,2,0,19917.75,9958.88,1.7,manual
PY0013924,B00424,2024-10,3,2,1,22211.01,7403.67,68.0,ADP
PY0013925,B00425,2024-10,9,6,3,32420.51,3602.28,78.6,ADP
PY0013926,B00426,2024-10,22,14,8,140794.21,6399.74,25.1,ADP
PY0013927,B00427,2024-10,3,2,1,29792.61,9930.87,0.1,Gusto
PY0013928,B00428,2024-10,9,5,4,28388.46,3154.27,25.6,Paychex
PY0013929,B00429,2024-10,25,16,9,103352.79,4134.11,36.0,Gusto
PY0013930,B00430,2024-10,6,5,1,33176.64,5529.44,6.6,ADP
PY0013931,B00431,2024-10,6,4,2,40411.49,6735.25,30.5,ADP
PY0013932,B00432,2024-10,4,3,1,17227.83,4306.96,45.1,ADP
PY0013933,B00433,2024-10,2,1,1,19297.41,9648.71,29.7,Gusto
PY0013934,B00434,2024-10,6,5,1,20043.67,3340.61,21.4,manual
PY0013935,B00435,2024-10,4,3,1,19543.97,4885.99,62.0,ADP
PY0013936,B00436,2024-10,1,1,0,8722.58,8722.58,5.1,ADP
PY0013937,B00437,2024-10,8,5,3,56936.83,7117.1,63.9,ADP
PY0013938,B00438,2024-10,14,11,3,61998.59,4428.47,11.5,ADP
PY0013939,B00439,2024-10,22,17,5,120753.34,5488.79,77.1,QuickBooks
PY0013940,B00440,2024-10,2,2,0,24326.73,12163.37,37.2,manual
PY0013941,B00441,2024-10,4,3,1,20331.48,5082.87,40.4,ADP
PY0013942,B00442,2024-10,4,2,2,13444.53,3361.13,25.5,Gusto
PY0013943,B00443,2024-10,2,1,1,19066.72,9533.36,34.1,Paychex
PY0013944,B00444,2024-10,3,2,1,20269.98,6756.66,42.2,ADP
PY0013945,B00445,2024-10,5,4,1,19335.95,3867.19,74.7,Gusto
PY0013946,B00446,2024-10,4,3,1,22867.33,5716.83,60.0,ADP
PY0013947,B00447,2024-10,3,2,1,6986.39,2328.8,18.5,Gusto
PY0013948,B00448,2024-10,3,2,1,14737.72,4912.57,43.6,ADP
PY0013949,B00449,2024-10,3,2,1,17606.31,5868.77,79.8,QuickBooks
PY0013950,B00450,2024-10,7,5,2,21820.29,3117.18,37.2,Paychex
PY0013951,B00451,2024-10,2,1,1,18482.52,9241.26,4.0,Paychex
PY0013952,B00452,2024-10,9,6,3,61886.09,6876.23,50.5,Gusto
PY0013953,B00453,2024-10,28,22,6,186982.05,6677.93,3.9,Paychex
PY0013954,B00454,2024-10,5,4,1,34390.79,6878.16,53.7,ADP
PY0013955,B00455,2024-10,22,17,5,61326.11,2787.55,57.4,manual
PY0013956,B00456,2024-10,4,3,1,22616.25,5654.06,1.0,ADP
PY0013957,B00457,2024-10,24,15,9,118506.41,4937.77,56.9,Gusto
PY0013958,B00458,2024-10,3,2,1,14969.03,4989.68,72.6,Paychex
PY0013959,B00459,2024-10,2,1,1,10646.59,5323.3,72.8,QuickBooks
PY0013960,B00460,2024-10,2,1,1,12753.71,6376.86,7.9,ADP
PY0013961,B00461,2024-10,2,1,1,13689.41,6844.71,66.4,ADP
PY0013962,B00462,2024-10,3,2,1,16585.6,5528.53,46.4,QuickBooks
PY0013963,B00463,2024-10,3,2,1,11082.89,3694.3,63.2,Paychex
PY0013964,B00464,2024-10,2,1,1,8069.27,4034.64,46.0,ADP
PY0013965,B00465,2024-10,8,5,3,47918.83,5989.85,1.1,Paychex
PY0013966,B00466,2024-10,13,10,3,76448.26,5880.64,36.9,Gusto
PY0013967,B00467,2024-10,14,11,3,41869.02,2990.64,7.9,Gusto
PY0013968,B00468,2024-10,17,13,4,112662.59,6627.21,21.8,ADP
PY0013969,B00469,2024-10,8,4,4,38839.9,4854.99,25.9,Gusto
PY0013970,B00470,2024-10,10,6,4,48305.39,4830.54,31.0,ADP
PY0013971,B00471,2024-10,3,2,1,9635.9,3211.97,30.3,Gusto
PY0013972,B00472,2024-10,19,16,3,76332.12,4017.48,68.8,Paychex
PY0013973,B00473,2024-10,8,6,2,47763.31,5970.41,55.0,Paychex
PY0013974,B00474,2024-10,5,3,2,20877.48,4175.5,28.8,Paychex
PY0013975,B00475,2024-10,6,5,1,27618.05,4603.01,4.2,Paychex
PY0013976,B00476,2024-10,5,4,1,21212.43,4242.49,45.9,Paychex
PY0013977,B00477,2024-10,4,3,1,15438.1,3859.53,16.2,ADP
PY0013978,B00478,2024-10,11,8,3,56404.5,5127.68,48.1,ADP
PY0013979,B00479,2024-10,4,3,1,17949.8,4487.45,71.4,Paychex
PY0013980,B00480,2024-10,4,3,1,17483.58,4370.9,32.6,Gusto
PY0013981,B00481,2024-10,17,10,7,97530.08,5737.06,71.6,QuickBooks
PY0013982,B00482,2024-10,14,10,4,54669.98,3905.0,17.3,ADP
PY0013983,B00483,2024-10,11,7,4,66852.88,6077.53,57.2,ADP
PY0013984,B00484,2024-10,9,7,2,52321.98,5813.55,48.8,ADP
PY0013985,B00485,2024-10,7,4,3,25181.68,3597.38,74.2,ADP
PY0013986,B00486,2024-10,2,1,1,11108.53,5554.27,57.9,Paychex
PY0013987,B00487,2024-10,50,29,21,224044.35,4480.89,11.0,ADP
PY0013988,B00488,2024-10,5,4,1,22211.49,4442.3,53.0,ADP
PY0013989,B00489,2024-10,4,3,1,20853.53,5213.38,16.4,Gusto
PY0013990,B00490,2024-10,2,1,1,12535.63,6267.82,17.3,ADP
PY0013991,B00491,2024-10,1,1,0,7871.7,7871.7,18.6,Gusto
PY0013992,B00492,2024-10,41,31,10,160172.42,3906.64,54.2,Paychex
PY0013993,B00493,2024-10,5,3,2,29844.35,5968.87,51.5,Paychex
PY0013994,B00494,2024-10,7,6,1,20256.21,2893.74,20.9,QuickBooks
PY0013995,B00495,2024-10,3,2,1,20968.31,6989.44,46.9,ADP
PY0013996,B00496,2024-10,14,10,4,75781.76,5412.98,78.1,Gusto
PY0013997,B00497,2024-10,3,2,1,12920.84,4306.95,65.8,Gusto
PY0013998,B00498,2024-10,18,14,4,57757.95,3208.77,18.0,QuickBooks
PY0013999,B00499,2024-10,7,6,1,22212.82,3173.26,8.6,ADP
PY0014000,B00500,2024-10,1,1,0,11091.87,11091.87,56.7,Paychex
PY0014001,B00501,2024-10,3,2,1,12917.58,4305.86,52.4,Paychex
PY0014002,B00502,2024-10,1,1,0,16284.14,16284.14,26.6,ADP
PY0014003,B00503,2024-10,14,8,6,74071.81,5290.84,24.4,QuickBooks
PY0014004,B00504,2024-10,5,3,2,24800.02,4960.0,8.1,Gusto
PY0014005,B00505,2024-10,5,3,2,19183.14,3836.63,8.3,Gusto
PY0014006,B00506,2024-10,2,1,1,18674.74,9337.37,2.6,Gusto
PY0014007,B00507,2024-10,3,2,1,21530.51,7176.84,79.9,QuickBooks
PY0014008,B00508,2024-10,2,2,0,12897.44,6448.72,37.0,ADP
PY0014009,B00509,2024-10,5,4,1,32905.81,6581.16,3.5,QuickBooks
PY0014010,B00510,2024-10,10,7,3,32525.66,3252.57,24.5,Paychex
PY0014011,B00511,2024-10,14,8,6,91528.75,6537.77,61.7,QuickBooks
PY0014012,B00512,2024-10,4,3,1,25808.37,6452.09,79.1,ADP
PY0014013,B00513,2024-10,6,4,2,33321.99,5553.67,20.3,Gusto
PY0014014,B00514,2024-10,2,2,0,10532.75,5266.38,57.9,manual
PY0014015,B00515,2024-10,4,3,1,14660.37,3665.09,76.1,QuickBooks
PY0014016,B00516,2024-10,7,4,3,31975.01,4567.86,58.6,ADP
PY0014017,B00517,2024-10,1,1,0,18881.65,18881.65,76.8,Paychex
PY0014018,B00518,2024-10,24,20,4,108609.7,4525.4,54.2,Paychex
PY0014019,B00519,2024-10,4,3,1,27394.85,6848.71,33.2,Gusto
PY0014020,B00520,2024-10,29,22,7,79700.78,2748.3,33.3,Paychex
PY0014021,B00521,2024-10,11,8,3,45504.5,4136.77,26.9,Paychex
PY0014022,B00522,2024-10,2,1,1,12890.19,6445.1,0.8,ADP
PY0014023,B00523,2024-10,9,6,3,44262.89,4918.1,37.1,Gusto
PY0014024,B00524,2024-10,10,7,3,36182.95,3618.29,17.0,ADP
PY0014025,B00525,2024-10,20,13,7,97905.56,4895.28,13.8,Gusto
PY0014026,B00526,2024-10,9,6,3,31542.86,3504.76,53.1,ADP
PY0014027,B00527,2024-10,4,3,1,14284.55,3571.14,1.3,Paychex
PY0014028,B00528,2024-10,46,28,18,130657.17,2840.37,64.9,ADP
PY0014029,B00529,2024-10,45,32,13,285747.73,6349.95,62.3,ADP
PY0014030,B00530,2024-10,17,11,6,77661.27,4568.31,51.6,Paychex
PY0014031,B00531,2024-10,11,9,2,78287.86,7117.08,71.6,Gusto
PY0014032,B00532,2024-10,3,2,1,31344.34,10448.11,20.8,ADP
PY0014033,B00533,2024-10,5,4,1,24370.96,4874.19,29.4,Paychex
PY0014034,B00534,2024-10,3,2,1,13316.79,4438.93,18.9,ADP
PY0014035,B00535,2024-10,3,2,1,14564.8,4854.93,16.3,Gusto
PY0014036,B00536,2024-10,4,3,1,15853.78,3963.45,71.5,QuickBooks
PY0014037,B00537,2024-10,2,1,1,12846.43,6423.22,19.7,Gusto
PY0014038,B00538,2024-10,18,10,8,58145.51,3230.31,34.5,Gusto
PY0014039,B00539,2024-10,8,7,1,32822.17,4102.77,72.7,QuickBooks
PY0014040,B00540,2024-10,1,1,0,10024.98,10024.98,49.4,ADP
PY0014041,B00541,2024-10,1,1,0,11297.08,11297.08,63.5,Gusto
PY0014042,B00542,2024-10,24,20,4,69138.51,2880.77,30.5,Paychex
PY0014043,B00543,2024-10,5,3,2,28092.91,5618.58,62.4,Paychex
PY0014044,B00544,2024-10,10,6,4,29654.21,2965.42,51.8,Gusto
PY0014045,B00545,2024-10,4,3,1,18962.49,4740.62,40.4,ADP
PY0014046,B00546,2024-10,2,1,1,22941.95,11470.98,51.2,QuickBooks
PY0014047,B00547,2024-10,4,3,1,28124.56,7031.14,24.1,ADP
PY0014048,B00548,2024-10,46,36,10,204988.26,4456.27,11.1,Gusto
PY0014049,B00549,2024-10,13,7,6,47619.79,3663.06,34.0,Paychex
PY0014050,B00550,2024-10,17,11,6,68855.73,4050.34,9.8,ADP
PY0014051,B00551,2024-10,3,3,0,14055.07,4685.02,3.3,Paychex
PY0014052,B00552,2024-10,14,9,5,60289.67,4306.41,32.5,Gusto
PY0014053,B00553,2024-10,1,1,0,6766.62,6766.62,14.9,Gusto
PY0014054,B00554,2024-10,1,1,0,10366.9,10366.9,0.5,Gusto
PY0014055,B00555,2024-10,9,5,4,34284.8,3809.42,28.8,QuickBooks
PY0014056,B00556,2024-10,5,4,1,19762.7,3952.54,32.0,QuickBooks
PY0014057,B00557,2024-10,13,8,5,55834.36,4294.95,16.8,Gusto
PY0014058,B00558,2024-10,7,4,3,35827.63,5118.23,19.6,ADP
PY0014059,B00559,2024-10,5,3,2,16089.0,3217.8,14.4,Gusto
PY0014060,B00560,2024-10,10,8,2,31347.71,3134.77,47.2,Gusto
PY0014061,B00561,2024-10,4,3,1,29478.41,7369.6,62.4,Gusto
PY0014062,B00562,2024-10,6,5,1,36898.42,6149.74,18.4,ADP
PY0014063,B00563,2024-10,12,8,4,50915.7,4242.97,28.2,ADP
PY0014064,B00564,2024-10,6,4,2,31340.11,5223.35,57.7,Gusto
PY0014065,B00565,2024-10,4,2,2,26108.4,6527.1,35.5,ADP
PY0014066,B00566,2024-10,1,1,0,9128.79,9128.79,21.5,Gusto
PY0014067,B00567,2024-10,3,2,1,7416.22,2472.07,26.7,Paychex
PY0014068,B00568,2024-10,2,1,1,10457.42,5228.71,64.3,QuickBooks
PY0014069,B00569,2024-10,15,10,5,48916.21,3261.08,37.0,Gusto
PY0014070,B00570,2024-10,8,6,2,34127.34,4265.92,74.3,ADP
PY0014071,B00571,2024-10,1,1,0,7125.05,7125.05,6.2,ADP
PY0014072,B00572,2024-10,5,4,1,15850.5,3170.1,42.7,Gusto
PY0014073,B00573,2024-10,5,4,1,25195.3,5039.06,10.4,Paychex
PY0014074,B00574,2024-10,7,6,1,42118.53,6016.93,16.3,Gusto
PY0014075,B00575,2024-10,12,8,4,44214.79,3684.57,33.7,Gusto
PY0014076,B00576,2024-10,36,23,13,165504.31,4597.34,59.2,ADP
PY0014077,B00577,2024-10,7,6,1,25055.54,3579.36,18.9,QuickBooks
PY0014078,B00578,2024-10,10,6,4,43174.24,4317.42,35.5,QuickBooks
PY0014079,B00579,2024-10,3,2,1,28139.17,9379.72,32.7,ADP
PY0014080,B00580,2024-10,15,10,5,105189.23,7012.62,27.0,Paychex
PY0014081,B00581,2024-10,3,3,0,7186.51,2395.5,70.6,Paychex
PY0014082,B00582,2024-10,8,6,2,37675.01,4709.38,9.9,ADP
PY0014083,B00583,2024-10,4,3,1,20825.2,5206.3,29.5,QuickBooks
PY0014084,B00584,2024-10,8,5,3,61127.88,7640.99,48.8,ADP
PY0014085,B00585,2024-10,1,1,0,17515.85,17515.85,78.9,Paychex
PY0014086,B00586,2024-10,3,2,1,16868.84,5622.95,54.9,QuickBooks
PY0014087,B00587,2024-10,9,8,1,41395.13,4599.46,43.3,Gusto
PY0014088,B00588,2024-10,7,5,2,19228.82,2746.97,18.2,ADP
PY0014089,B00589,2024-10,8,7,1,34484.12,4310.52,40.9,QuickBooks
PY0014090,B00590,2024-10,20,13,7,75138.57,3756.93,70.2,Paychex
PY0014091,B00591,2024-10,7,4,3,31433.74,4490.53,29.6,Paychex
PY0014092,B00592,2024-10,11,9,2,52842.73,4803.88,12.1,Paychex
PY0014093,B00593,2024-10,5,4,1,24395.35,4879.07,75.0,ADP
PY0014094,B00594,2024-10,2,2,0,12427.97,6213.99,47.0,Paychex
PY0014095,B00595,2024-10,5,4,1,28368.22,5673.64,39.8,Paychex
PY0014096,B00596,2024-10,4,3,1,14188.68,3547.17,39.4,ADP
PY0014097,B00597,2024-10,10,8,2,66459.63,6645.96,63.7,ADP
PY0014098,B00598,2024-10,1,1,0,11682.97,11682.97,69.4,Paychex
PY0014099,B00599,2024-10,5,3,2,15369.91,3073.98,70.2,QuickBooks
PY0014100,B00600,2024-10,5,4,1,27774.68,5554.94,14.6,ADP
PY0014101,B00601,2024-10,3,2,1,26644.34,8881.45,78.5,ADP
PY0014102,B00602,2024-10,2,1,1,16099.08,8049.54,17.6,ADP
PY0014103,B00603,2024-10,32,19,13,179146.25,5598.32,61.9,QuickBooks
PY0014104,B00604,2024-10,3,3,0,27756.93,9252.31,62.0,ADP
PY0014105,B00605,2024-10,2,1,1,21318.15,10659.08,58.9,ADP
